profile	symbol	kind	field	shape	value	line
vanilla	amulet_of_chance	artifact	description	text	Any mage in Urak may wear this pendant, and enjoy +1 Armor and +2 Mana.	1
vanilla	amulet_of_chance	artifact	description_table	dictionary	<dictionary 6 tokens>	1
vanilla	amulet_of_chance	artifact	faith	name	CHAOS	1
vanilla	amulet_of_chance	artifact	image	number	2	1
vanilla	amulet_of_chance	artifact	max_mana	number	0	1
vanilla	amulet_of_chance	artifact	mod_proc	procedure	<procedure 38 tokens>	1
vanilla	amulet_of_chance	artifact	name	text	Amulet of Chance	1
vanilla	amulet_of_chance	artifact	portrait_code	text	chamul	1
vanilla	amulet_of_chance	artifact	unmod_proc	procedure	<procedure 44 tokens>	1
vanilla	amulet_of_chance	artifact	uses_artifact_mana	name	false	1
vanilla	amulet_of_chance	artifact	uses_wizard_mana	name	false	1
vanilla	amulet_of_chance	artifact	wield	name	ARTIFACT_WIELD_EITHER	1
vanilla	amulet_of_chance	artifact	wield_champion_types	procedure	<procedure 3 tokens>	1
vanilla	amulet_of_chance	artifact	wield_faiths	procedure	<procedure 10 tokens>	1
vanilla	amulet_of_control	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	amulet_of_control	artifact	can_be_used	name	true	1
vanilla	amulet_of_control	artifact	category	number	1	1
vanilla	amulet_of_control	artifact	description	text	Any mage in Urak will gain +2 Armor and +20% magic resistance. Casts possesion once per day. Order mages also get +50% r	1
vanilla	amulet_of_control	artifact	description_table	dictionary	<dictionary 6 tokens>	1
vanilla	amulet_of_control	artifact	faith	name	ORDER	1
vanilla	amulet_of_control	artifact	image	number	2	1
vanilla	amulet_of_control	artifact	max_mana	number	10	1
vanilla	amulet_of_control	artifact	mod_proc	procedure	<procedure 123 tokens>	1
vanilla	amulet_of_control	artifact	name	text	Amulet of Control	1
vanilla	amulet_of_control	artifact	portrait_code	text	oramul	1
vanilla	amulet_of_control	artifact	spell_id	expression	spelldict /possession get	1
vanilla	amulet_of_control	artifact	unmod_proc	procedure	<procedure 123 tokens>	1
vanilla	amulet_of_control	artifact	uses_artifact_mana	name	true	1
vanilla	amulet_of_control	artifact	uses_wizard_mana	name	false	1
vanilla	amulet_of_control	artifact	wield	name	ARTIFACT_WIELD_EITHER	1
vanilla	amulet_of_control	artifact	wield_champion_types	procedure	<procedure 3 tokens>	1
vanilla	amulet_of_control	artifact	wield_faiths	procedure	<procedure 10 tokens>	1
vanilla	amulet_of_defense	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	amulet_of_defense	artifact	can_be_used	name	false	1
vanilla	amulet_of_defense	artifact	category	number	2	1
vanilla	amulet_of_defense	artifact	description	text	Any thief in Urak will gain +1 Armor and increased stealth.	1
vanilla	amulet_of_defense	artifact	description_table	dictionary	<dictionary 6 tokens>	1
vanilla	amulet_of_defense	artifact	faith	name	ORDER	1
vanilla	amulet_of_defense	artifact	image	number	2	1
vanilla	amulet_of_defense	artifact	max_mana	number	0	1
vanilla	amulet_of_defense	artifact	mod_proc	procedure	<procedure 29 tokens>	1
vanilla	amulet_of_defense	artifact	name	text	Amulet of Defense	1
vanilla	amulet_of_defense	artifact	portrait_code	text	oramul	1
vanilla	amulet_of_defense	artifact	spell_id	expression	spelldict /heal get	1
vanilla	amulet_of_defense	artifact	unmod_proc	procedure	<procedure 29 tokens>	1
vanilla	amulet_of_defense	artifact	uses_artifact_mana	name	false	1
vanilla	amulet_of_defense	artifact	uses_wizard_mana	name	false	1
vanilla	amulet_of_defense	artifact	wield	name	ARTIFACT_WIELD_EITHER	1
vanilla	amulet_of_defense	artifact	wield_champion_types	procedure	<procedure 3 tokens>	1
vanilla	amulet_of_defense	artifact	wield_faiths	procedure	<procedure 10 tokens>	1
vanilla	amulet_of_fate	artifact	attack_proc	procedure	<procedure 7 tokens>	1
vanilla	amulet_of_fate	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	amulet_of_fate	artifact	can_be_used	name	true	1
vanilla	amulet_of_fate	artifact	category	number	1	1
vanilla	amulet_of_fate	artifact	defend_proc	procedure	<procedure 2 tokens>	1
vanilla	amulet_of_fate	artifact	description	text	Any thief gains +2 Dexterity, +3 Luck, +1 gold per level of the wielder each turn, and ability to cast Polymorph Self on	1
vanilla	amulet_of_fate	artifact	description_table	dictionary	<dictionary 12 tokens>	1
vanilla	amulet_of_fate	artifact	end_turn_proc	procedure	<procedure 54 tokens>	1
vanilla	amulet_of_fate	artifact	faith	name	CHAOS	1
vanilla	amulet_of_fate	artifact	image	number	2	1
vanilla	amulet_of_fate	artifact	max_mana	number	15	1
vanilla	amulet_of_fate	artifact	mod_proc	procedure	<procedure 63 tokens>	1
vanilla	amulet_of_fate	artifact	name	text	Greater Artifact - Amulet of Fate	1
vanilla	amulet_of_fate	artifact	portrait_code	text	chamul	1
vanilla	amulet_of_fate	artifact	spell_id	expression	spelldict /morphs get	1
vanilla	amulet_of_fate	artifact	unmod_proc	procedure	<procedure 52 tokens>	1
vanilla	amulet_of_fate	artifact	uses_artifact_mana	name	true	1
vanilla	amulet_of_fate	artifact	uses_wizard_mana	name	false	1
vanilla	amulet_of_fate	artifact	wield	name	ARTIFACT_WIELD_EITHER	1
vanilla	amulet_of_fate	artifact	wield_champion_types	procedure	<procedure 3 tokens>	1
vanilla	amulet_of_fate	artifact	wield_faiths	procedure	<procedure 10 tokens>	1
vanilla	amulet_of_illusion	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	amulet_of_illusion	artifact	can_be_used	name	true	1
vanilla	amulet_of_illusion	artifact	category	number	2	1
vanilla	amulet_of_illusion	artifact	description	text	Any Chaos Champion gains +3 Armor, +3 Mana and +4 Movement, plus the ability to cast Confusion once per day.	1
vanilla	amulet_of_illusion	artifact	description_table	dictionary	<dictionary 10 tokens>	1
vanilla	amulet_of_illusion	artifact	faith	name	CHAOS	1
vanilla	amulet_of_illusion	artifact	image	number	2	1
vanilla	amulet_of_illusion	artifact	max_mana	number	10	1
vanilla	amulet_of_illusion	artifact	mod_proc	procedure	<procedure 70 tokens>	1
vanilla	amulet_of_illusion	artifact	name	text	Amulet of Illusion	1
vanilla	amulet_of_illusion	artifact	portrait_code	text	chamul	1
vanilla	amulet_of_illusion	artifact	spell_id	expression	spelldict /confusion get	1
vanilla	amulet_of_illusion	artifact	unmod_proc	procedure	<procedure 39 tokens>	1
vanilla	amulet_of_illusion	artifact	uses_artifact_mana	name	true	1
vanilla	amulet_of_illusion	artifact	uses_wizard_mana	name	false	1
vanilla	amulet_of_illusion	artifact	wield	name	ARTIFACT_WIELD_EITHER	1
vanilla	amulet_of_illusion	artifact	wield_champion_types	procedure	<procedure 5 tokens>	1
vanilla	amulet_of_illusion	artifact	wield_faiths	procedure	<procedure 3 tokens>	1
vanilla	amulet_of_indecision	artifact	attack_proc	procedure	<procedure 133 tokens>	1
vanilla	amulet_of_indecision	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	amulet_of_indecision	artifact	can_be_used	name	false	1
vanilla	amulet_of_indecision	artifact	category	number	2	1
vanilla	amulet_of_indecision	artifact	description	text	Any Champion gains +2 Armor, +10 maximum hit points and +1 Luck.  Chaos wielders have a 10% chance to freeze stricken en	1
vanilla	amulet_of_indecision	artifact	description_table	dictionary	<dictionary 8 tokens>	1
vanilla	amulet_of_indecision	artifact	faith	name	CHAOS	1
vanilla	amulet_of_indecision	artifact	image	number	2	1
vanilla	amulet_of_indecision	artifact	max_mana	number	5000	1
vanilla	amulet_of_indecision	artifact	mod_proc	procedure	<procedure 29 tokens>	1
vanilla	amulet_of_indecision	artifact	name	text	Amulet of Indecision	1
vanilla	amulet_of_indecision	artifact	portrait_code	text	chamul	1
vanilla	amulet_of_indecision	artifact	spell_id	expression	spelldict /icycoff get	1
vanilla	amulet_of_indecision	artifact	unmod_proc	procedure	<procedure 29 tokens>	1
vanilla	amulet_of_indecision	artifact	uses_artifact_mana	name	true	1
vanilla	amulet_of_indecision	artifact	uses_wizard_mana	name	false	1
vanilla	amulet_of_indecision	artifact	wield	name	ARTIFACT_WIELD_EITHER	1
vanilla	amulet_of_indecision	artifact	wield_champion_types	procedure	<procedure 5 tokens>	1
vanilla	amulet_of_indecision	artifact	wield_faiths	procedure	<procedure 10 tokens>	1
vanilla	amulet_of_order	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	amulet_of_order	artifact	category	number	1	1
vanilla	amulet_of_order	artifact	description	text	Any Order, Life or Water worshipper gains +2 Armor, +2 Strength and 25% magic resistance.  Order followers will regenera	1
vanilla	amulet_of_order	artifact	description_table	dictionary	<dictionary 6 tokens>	1
vanilla	amulet_of_order	artifact	dummy	expression	5 dict replace bind	1
vanilla	amulet_of_order	artifact	end_combat_proc	procedure	<procedure 24 tokens>	1
vanilla	amulet_of_order	artifact	faith	name	ORDER	1
vanilla	amulet_of_order	artifact	image	number	2	1
vanilla	amulet_of_order	artifact	mod_proc	procedure	<procedure 125 tokens>	1
vanilla	amulet_of_order	artifact	name	text	Amulet of Order	1
vanilla	amulet_of_order	artifact	portrait_code	text	oramul	1
vanilla	amulet_of_order	artifact	start_combat_proc	procedure	<procedure 23 tokens>	1
vanilla	amulet_of_order	artifact	unmod_proc	procedure	<procedure 125 tokens>	1
vanilla	amulet_of_order	artifact	wield	name	ARTIFACT_WIELD_EITHER	1
vanilla	amulet_of_order	artifact	wield_champion_types	procedure	<procedure 5 tokens>	1
vanilla	amulet_of_order	artifact	wield_faiths	procedure	<procedure 5 tokens>	1
vanilla	amulet_of_persuasion	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	amulet_of_persuasion	artifact	can_be_used	name	false	1
vanilla	amulet_of_persuasion	artifact	category	number	2	1
vanilla	amulet_of_persuasion	artifact	description	text	Any thief will negotiate better with +2 Dexterity, +4 Movement, improved Stealth and +500 experience. 	1
vanilla	amulet_of_persuasion	artifact	description_table	dictionary	<dictionary 10 tokens>	1
vanilla	amulet_of_persuasion	artifact	faith	name	WATER	1
vanilla	amulet_of_persuasion	artifact	image	number	1	1
vanilla	amulet_of_persuasion	artifact	max_mana	number	0	1
vanilla	amulet_of_persuasion	artifact	mod_proc	procedure	<procedure 59 tokens>	1
vanilla	amulet_of_persuasion	artifact	name	text	Amulet of Persuasion	1
vanilla	amulet_of_persuasion	artifact	portrait_code	text	waamul	1
vanilla	amulet_of_persuasion	artifact	unmod_proc	procedure	<procedure 28 tokens>	1
vanilla	amulet_of_persuasion	artifact	uses_artifact_mana	name	false	1
vanilla	amulet_of_persuasion	artifact	uses_wizard_mana	name	false	1
vanilla	amulet_of_persuasion	artifact	wield	name	ARTIFACT_WIELD_EITHER	1
vanilla	amulet_of_persuasion	artifact	wield_champion_types	procedure	<procedure 3 tokens>	1
vanilla	amulet_of_persuasion	artifact	wield_faiths	procedure	<procedure 10 tokens>	1
vanilla	amulet_of_poison	artifact	attack_proc	procedure	<procedure 43 tokens>	1
vanilla	amulet_of_poison	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	amulet_of_poison	artifact	can_be_used	name	false	1
vanilla	amulet_of_poison	artifact	category	number	2	1
vanilla	amulet_of_poison	artifact	description	text	Any thief may wear this bauble, for +2 Armor and improved Stealth.  10% chance Death thieves poison victims on attack.	1
vanilla	amulet_of_poison	artifact	description_table	dictionary	<dictionary 6 tokens>	1
vanilla	amulet_of_poison	artifact	faith	name	DEATH	1
vanilla	amulet_of_poison	artifact	image	number	1	1
vanilla	amulet_of_poison	artifact	max_mana	number	1000	1
vanilla	amulet_of_poison	artifact	mod_proc	procedure	<procedure 29 tokens>	1
vanilla	amulet_of_poison	artifact	name	text	Amulet of Poison	1
vanilla	amulet_of_poison	artifact	portrait_code	text	deamul	1
vanilla	amulet_of_poison	artifact	unmod_proc	procedure	<procedure 29 tokens>	1
vanilla	amulet_of_poison	artifact	uses_artifact_mana	name	true	1
vanilla	amulet_of_poison	artifact	uses_wizard_mana	name	false	1
vanilla	amulet_of_poison	artifact	wield	name	ARTIFACT_WIELD_EITHER	1
vanilla	amulet_of_poison	artifact	wield_champion_types	procedure	<procedure 3 tokens>	1
vanilla	amulet_of_poison	artifact	wield_faiths	procedure	<procedure 10 tokens>	1
vanilla	amulet_of_revelation	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	amulet_of_revelation	artifact	can_be_used	name	true	1
vanilla	amulet_of_revelation	artifact	category	number	2	1
vanilla	amulet_of_revelation	artifact	description	text	Any thief gets +2 Armor, +4 Movement, +2 sight radius, and can cast Detect Death.  Restores full health at the end of ev	1
vanilla	amulet_of_revelation	artifact	description_table	dictionary	<dictionary 10 tokens>	1
vanilla	amulet_of_revelation	artifact	end_combat_proc	procedure	<procedure 13 tokens>	1
vanilla	amulet_of_revelation	artifact	faith	name	LIFE	1
vanilla	amulet_of_revelation	artifact	image	number	2	1
vanilla	amulet_of_revelation	artifact	max_mana	number	8	1
vanilla	amulet_of_revelation	artifact	mod_proc	procedure	<procedure 50 tokens>	1
vanilla	amulet_of_revelation	artifact	name	text	Amulet of Revelation	1
vanilla	amulet_of_revelation	artifact	portrait_code	text	liamul	1
vanilla	amulet_of_revelation	artifact	spell_id	expression	spelldict /life_detect get	1
vanilla	amulet_of_revelation	artifact	unmod_proc	procedure	<procedure 19 tokens>	1
vanilla	amulet_of_revelation	artifact	uses_artifact_mana	name	true	1
vanilla	amulet_of_revelation	artifact	uses_wizard_mana	name	false	1
vanilla	amulet_of_revelation	artifact	wield	name	ARTIFACT_WIELD_EITHER	1
vanilla	amulet_of_revelation	artifact	wield_champion_types	procedure	<procedure 3 tokens>	1
vanilla	amulet_of_revelation	artifact	wield_faiths	procedure	<procedure 10 tokens>	1
vanilla	andvari_ring	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	andvari_ring	artifact	category	number	1	1
vanilla	andvari_ring	artifact	description	text	This ring, usable by any thief makes its wearer supreme in combat, but it does seem to be cursed, for those who wear it 	1
vanilla	andvari_ring	artifact	description_table	dictionary	<dictionary 8 tokens>	1
vanilla	andvari_ring	artifact	end_combat_proc	procedure	<procedure 13 tokens>	1
vanilla	andvari_ring	artifact	faith	name	WATER	1
vanilla	andvari_ring	artifact	image	number	12	1
vanilla	andvari_ring	artifact	mod_proc	procedure	<procedure 38 tokens>	1
vanilla	andvari_ring	artifact	name	text	Andvari's Ring	1
vanilla	andvari_ring	artifact	portrait_code	text	wanea1	1
vanilla	andvari_ring	artifact	unmod_proc	procedure	<procedure 7 tokens>	1
vanilla	andvari_ring	artifact	wield	name	ARTIFACT_WIELD_EITHER	1
vanilla	andvari_ring	artifact	wield_champion_types	procedure	<procedure 3 tokens>	1
vanilla	andvari_ring	artifact	wield_faiths	procedure	<procedure 10 tokens>	1
vanilla	anti_tarnaxe	artifact	attack_proc	procedure	<procedure 7 tokens>	1
vanilla	anti_tarnaxe	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	anti_tarnaxe	artifact	category	number	2	1
vanilla	anti_tarnaxe	artifact	defend_proc	procedure	<procedure 2 tokens>	1
vanilla	anti_tarnaxe	artifact	description	text	None	1
vanilla	anti_tarnaxe	artifact	description_table	dictionary	<dictionary 4 tokens>	1
vanilla	anti_tarnaxe	artifact	dummy	expression	10 dict replace bind	1
vanilla	anti_tarnaxe	artifact	faith	name	DEATH	1
vanilla	anti_tarnaxe	artifact	image	number	7	1
vanilla	anti_tarnaxe	artifact	name	text	Antitarnaxe	1
vanilla	anti_tarnaxe	artifact	portrait_code	text	aiarmr	1
vanilla	anti_tarnaxe	artifact	wield	name	ARTIFACT_WIELD_INVISIBLE	1
vanilla	anti_tarnaxe	artifact	wield_champion_types	procedure	<procedure 5 tokens>	1
vanilla	anti_tarnaxe	artifact	wield_faiths	procedure	<procedure 3 tokens>	1
vanilla	aquaring	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	aquaring	artifact	can_be_used	name	false	1
vanilla	aquaring	artifact	category	number	2	1
vanilla	aquaring	artifact	description	text	Any thief in Urak will gain +1 Armor and +1 missile range.	1
vanilla	aquaring	artifact	description_table	dictionary	<dictionary 6 tokens>	1
vanilla	aquaring	artifact	faith	name	WATER	1
vanilla	aquaring	artifact	image	number	1	1
vanilla	aquaring	artifact	max_mana	number	0	1
vanilla	aquaring	artifact	mod_proc	procedure	<procedure 29 tokens>	1
vanilla	aquaring	artifact	name	text	Aquaring	1
vanilla	aquaring	artifact	portrait_code	text	waring	1
vanilla	aquaring	artifact	spell_id	expression	spelldict /heal get	1
vanilla	aquaring	artifact	unmod_proc	procedure	<procedure 29 tokens>	1
vanilla	aquaring	artifact	uses_artifact_mana	name	false	1
vanilla	aquaring	artifact	uses_wizard_mana	name	false	1
vanilla	aquaring	artifact	wield	name	ARTIFACT_WIELD_EITHER	1
vanilla	aquaring	artifact	wield_champion_types	procedure	<procedure 3 tokens>	1
vanilla	aquaring	artifact	wield_faiths	procedure	<procedure 10 tokens>	1
vanilla	aramoug_amulet	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	aramoug_amulet	artifact	can_be_used	name	true	1
vanilla	aramoug_amulet	artifact	category	number	2	1
vanilla	aramoug_amulet	artifact	description	text	All thieves get +2 Armor, +1 sight radius, and one Area Stun spell per day (affecting enemies in a large radius) from th	1
vanilla	aramoug_amulet	artifact	description_table	dictionary	<dictionary 8 tokens>	1
vanilla	aramoug_amulet	artifact	faith	name	AIR	1
vanilla	aramoug_amulet	artifact	image	number	2	1
vanilla	aramoug_amulet	artifact	max_mana	number	6	1
vanilla	aramoug_amulet	artifact	mod_proc	procedure	<procedure 39 tokens>	1
vanilla	aramoug_amulet	artifact	name	text	Aramoug's Amulet	1
vanilla	aramoug_amulet	artifact	portrait_code	text	aiamul	1
vanilla	aramoug_amulet	artifact	spell_id	expression	spelldict /areastun get	1
vanilla	aramoug_amulet	artifact	unmod_proc	procedure	<procedure 39 tokens>	1
vanilla	aramoug_amulet	artifact	uses_artifact_mana	name	true	1
vanilla	aramoug_amulet	artifact	uses_wizard_mana	name	false	1
vanilla	aramoug_amulet	artifact	wield	name	ARTIFACT_WIELD_EITHER	1
vanilla	aramoug_amulet	artifact	wield_champion_types	procedure	<procedure 3 tokens>	1
vanilla	aramoug_amulet	artifact	wield_faiths	procedure	<procedure 10 tokens>	1
vanilla	armor_of_inspiration	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	armor_of_inspiration	artifact	can_be_used	name	false	1
vanilla	armor_of_inspiration	artifact	category	number	2	1
vanilla	armor_of_inspiration	artifact	defend_proc	procedure	<procedure 25 tokens>	1
vanilla	armor_of_inspiration	artifact	description	text	Death, Earth, and Order warriors get +2 Armor from this mail, which can 'lash out' at attackers 10% of the time.  The ar	1
vanilla	armor_of_inspiration	artifact	description_table	dictionary	<dictionary 4 tokens>	1
vanilla	armor_of_inspiration	artifact	faith	name	ORDER	1
vanilla	armor_of_inspiration	artifact	image	number	8	1
vanilla	armor_of_inspiration	artifact	max_mana	number	20	1
vanilla	armor_of_inspiration	artifact	mod_proc	procedure	<procedure 39 tokens>	1
vanilla	armor_of_inspiration	artifact	name	text	Armor of Inspiration	1
vanilla	armor_of_inspiration	artifact	portrait_code	text	orarm1	1
vanilla	armor_of_inspiration	artifact	spell_id	expression	spelldict /backdraf get	1
vanilla	armor_of_inspiration	artifact	unmod_proc	procedure	<procedure 39 tokens>	1
vanilla	armor_of_inspiration	artifact	uses_artifact_mana	name	false	1
vanilla	armor_of_inspiration	artifact	uses_wizard_mana	name	false	1
vanilla	armor_of_inspiration	artifact	wield	name	ARTIFACT_WIELD_LEFT	1
vanilla	armor_of_inspiration	artifact	wield_champion_types	procedure	<procedure 3 tokens>	1
vanilla	armor_of_inspiration	artifact	wield_faiths	procedure	<procedure 5 tokens>	1
vanilla	artart	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	artart	artifact	category	number	2	1
vanilla	artart	artifact	description	text	None	1
vanilla	artart	artifact	description_table	dictionary	<dictionary 2 tokens>	1
vanilla	artart	artifact	dummy	expression	12 dict replace bind	1
vanilla	artart	artifact	faith	name	DEATH	1
vanilla	artart	artifact	image	number	7	1
vanilla	artart	artifact	name	text	artart	1
vanilla	artart	artifact	portrait_code	text	aiarmr	1
vanilla	artart	artifact	wield	name	ARTIFACT_WIELD_INVISIBLE	1
vanilla	artart	artifact	wield_champion_types	procedure	<procedure 5 tokens>	1
vanilla	artart	artifact	wield_faiths	procedure	<procedure 3 tokens>	1
vanilla	ashes_of_infestation	artifact	attack_proc	procedure	<procedure 7 tokens>	1
vanilla	ashes_of_infestation	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	ashes_of_infestation	artifact	can_be_used	name	true	1
vanilla	ashes_of_infestation	artifact	category	number	2	1
vanilla	ashes_of_infestation	artifact	description	text	Champions of Death will gain +1 Attack, +1 Armor, +2 Luck, and ability to cast Spawn.	1
vanilla	ashes_of_infestation	artifact	description_table	dictionary	<dictionary 10 tokens>	1
vanilla	ashes_of_infestation	artifact	faith	name	DEATH	1
vanilla	ashes_of_infestation	artifact	image	number	2	1
vanilla	ashes_of_infestation	artifact	max_mana	number	6	1
vanilla	ashes_of_infestation	artifact	mod_proc	procedure	<procedure 29 tokens>	1
vanilla	ashes_of_infestation	artifact	name	text	Ashes of Infestation	1
vanilla	ashes_of_infestation	artifact	portrait_code	text	deamul	1
vanilla	ashes_of_infestation	artifact	spell_id	expression	spelldict /spawn get	1
vanilla	ashes_of_infestation	artifact	unmod_proc	procedure	<procedure 29 tokens>	1
vanilla	ashes_of_infestation	artifact	uses_artifact_mana	name	true	1
vanilla	ashes_of_infestation	artifact	uses_wizard_mana	name	false	1
vanilla	ashes_of_infestation	artifact	wield	name	ARTIFACT_WIELD_EITHER	1
vanilla	ashes_of_infestation	artifact	wield_champion_types	procedure	<procedure 5 tokens>	1
vanilla	ashes_of_infestation	artifact	wield_faiths	procedure	<procedure 3 tokens>	1
vanilla	axe_of_chaos	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	axe_of_chaos	artifact	begin_turn_proc	procedure	<procedure 7 tokens>	1
vanilla	axe_of_chaos	artifact	can_be_used	name	false	1
vanilla	axe_of_chaos	artifact	category	number	2	1
vanilla	axe_of_chaos	artifact	defend_proc	procedure	<procedure 2 tokens>	1
vanilla	axe_of_chaos	artifact	description	text	Gives Chaos and Earth warriors -2 to +6 Attack, -2 to +4 rate of attack and -2 to +4 hit recovery.  Chaos warriors also 	1
vanilla	axe_of_chaos	artifact	description_table	dictionary	<dictionary 10 tokens>	1
vanilla	axe_of_chaos	artifact	dummy2	expression	spelldict begin [ petrify fireball icycoff morpho ] end replace bind	1
vanilla	axe_of_chaos	artifact	end_combat_proc	procedure	<procedure 7 tokens>	1
vanilla	axe_of_chaos	artifact	faith	name	CHAOS	1
vanilla	axe_of_chaos	artifact	image	number	5	1
vanilla	axe_of_chaos	artifact	mod_proc	procedure	<procedure 24 tokens>	1
vanilla	axe_of_chaos	artifact	name	text	Greater Artifact - Axe of Chaos	1
vanilla	axe_of_chaos	artifact	portrait_code	text	chwwep	1
vanilla	axe_of_chaos	artifact	start_combat_proc	procedure	<procedure 79 tokens>	1
vanilla	axe_of_chaos	artifact	unmod_proc	procedure	<procedure 24 tokens>	1
vanilla	axe_of_chaos	artifact	uses_artifact_mana	name	false	1
vanilla	axe_of_chaos	artifact	uses_wizard_mana	name	false	1
vanilla	axe_of_chaos	artifact	wield	name	ARTIFACT_WIELD_RIGHT	1
vanilla	axe_of_chaos	artifact	wield_champion_types	procedure	<procedure 3 tokens>	1
vanilla	axe_of_chaos	artifact	wield_faiths	procedure	<procedure 4 tokens>	1
vanilla	axe_of_mauling	artifact	barter_proc	procedure	<procedure 3 tokens>	1
vanilla	axe_of_mauling	artifact	can_be_used	name	true	1
vanilla	axe_of_mauling	artifact	category	number	1	1
vanilla	axe_of_mauling	artifact	description	text	Chaos warriors gain +2 Attack and can cast Tremor.  Earth warriors get +3 Attack, +3 rate of attack, +2000 Experience, +	1
vanilla	axe_of_mauling	artifact	description_table	dictionary	<dictionary 12 tokens>	1
vanilla	axe_of_mauling	artifact	faith	name	EARTH	1
vanilla	axe_of_mauling	artifact	image	number	5	1
vanilla	axe_of_mauling	artifact	max_mana	number	10	1
vanilla	axe_of_mauling	artifact	mod_proc	procedure	<procedure 92 tokens>	1
